boundaries,geometry
2935,"POLYGON ((-90.27375345605002 38.69113354878595, -90.27324022840533 38.69113354878595, -90.27324022840533 38.68992821158324, -90.27445194571675 38.68992821158324, -90.27445194571675 38.69021883062346, -90.27375345605002 38.69113354878595))"
2936,"POLYGON ((-90.27324022840533 38.69180565414477, -90.27324022840533 38.69113354878595, -90.27375345605002 38.69113354878595, -90.27324022840533 38.69180565414477))"
2937,"POLYGON ((-90.27203788994819 38.54649308446124, -90.27202851109392 38.54649308446124, -90.27202851109392 38.5464576127669, -90.27203788994819 38.54649308446124))"
2938,"POLYGON ((-90.27244411751695 38.54769842166395, -90.27202851109392 38.54769842166395, -90.27202851109392 38.54649308446124, -90.27203788994819 38.54649308446124, -90.27228286039357 38.54741958534344, -90.27244411751695 38.54769842166395))"
2939,"POLYGON ((-90.27324022840533 38.54888469081317, -90.27324022840533 38.54890375886665, -90.27202851109392 38.54890375886665, -90.27202851109392 38.54769842166395, -90.27244411751695 38.54769842166395, -90.2730891377886 38.54881375272924, -90.27324022840533 38.54888469081317))"
2940,"POLYGON ((-90.27324022840533 38.54890375886665, -90.27324022840533 38.55010909606936, -90.27202851109392 38.55010909606936, -90.27202851109392 38.54890375886665, -90.27324022840533 38.54890375886665))"
2941,"POLYGON ((-90.27324022840533 38.55010909606936, -90.27324022840533 38.55131443327206, -90.27202851109392 38.55131443327206, -90.27202851109392 38.55010909606936, -90.27324022840533 38.55010909606936))"
2942,"POLYGON ((-90.27324022840533 38.55131443327206, -90.27324022840533 38.55251977047477, -90.27202851109392 38.55251977047477, -90.27202851109392 38.55131443327206, -90.27324022840533 38.55131443327206))"
2943,"POLYGON ((-90.27324022840533 38.55251977047477, -90.27324022840533 38.55372510767747, -90.27202851109392 38.55372510767747, -90.27202851109392 38.55251977047477, -90.27324022840533 38.55251977047477))"
2944,"POLYGON ((-90.27324022840533 38.55372510767747, -90.27324022840533 38.55493044488018, -90.27202851109392 38.55493044488018, -90.27202851109392 38.55372510767747, -90.27324022840533 38.55372510767747))"
2945,"POLYGON ((-90.27324022840533 38.55493044488018, -90.27324022840533 38.55613578208288, -90.27202851109392 38.55613578208288, -90.27202851109392 38.55493044488018, -90.27324022840533 38.55493044488018))"
2946,"POLYGON ((-90.27324022840533 38.55613578208288, -90.27324022840533 38.55734111928559, -90.27202851109392 38.55734111928559, -90.27202851109392 38.55613578208288, -90.27324022840533 38.55613578208288))"
2947,"POLYGON ((-90.27324022840533 38.55734111928559, -90.27324022840533 38.55854645648829, -90.27202851109392 38.55854645648829, -90.27202851109392 38.55734111928559, -90.27324022840533 38.55734111928559))"
2948,"POLYGON ((-90.27324022840533 38.55854645648829, -90.27324022840533 38.559751793691, -90.27202851109392 38.559751793691, -90.27202851109392 38.55854645648829, -90.27324022840533 38.55854645648829))"
2949,"POLYGON ((-90.27324022840533 38.559751793691, -90.27324022840533 38.5609571308937, -90.27202851109392 38.5609571308937, -90.27202851109392 38.559751793691, -90.27324022840533 38.559751793691))"
2950,"POLYGON ((-90.27324022840533 38.5609571308937, -90.27324022840533 38.56216246809642, -90.27202851109392 38.56216246809642, -90.27202851109392 38.5609571308937, -90.27324022840533 38.5609571308937))"
2951,"POLYGON ((-90.27324022840533 38.56216246809642, -90.27324022840533 38.56336780529912, -90.27202851109392 38.56336780529912, -90.27202851109392 38.56216246809642, -90.27324022840533 38.56216246809642))"
2952,"POLYGON ((-90.27324022840533 38.56336780529912, -90.27324022840533 38.56457314250183, -90.27202851109392 38.56457314250183, -90.27202851109392 38.56336780529912, -90.27324022840533 38.56336780529912))"
2953,"POLYGON ((-90.27324022840533 38.56457314250183, -90.27324022840533 38.56577847970453, -90.27202851109392 38.56577847970453, -90.27202851109392 38.56457314250183, -90.27324022840533 38.56457314250183))"
2954,"POLYGON ((-90.27324022840533 38.56577847970453, -90.27324022840533 38.56698381690724, -90.27202851109392 38.56698381690724, -90.27202851109392 38.56577847970453, -90.27324022840533 38.56577847970453))"
2955,"POLYGON ((-90.27324022840533 38.56698381690724, -90.27324022840533 38.56818915410994, -90.27202851109392 38.56818915410994, -90.27202851109392 38.56698381690724, -90.27324022840533 38.56698381690724))"
2956,"POLYGON ((-90.27324022840533 38.56818915410994, -90.27324022840533 38.56939449131265, -90.27202851109392 38.56939449131265, -90.27202851109392 38.56818915410994, -90.27324022840533 38.56818915410994))"
2957,"POLYGON ((-90.27324022840533 38.56939449131265, -90.27324022840533 38.57059982851536, -90.27202851109392 38.57059982851536, -90.27202851109392 38.56939449131265, -90.27324022840533 38.56939449131265))"
2958,"POLYGON ((-90.27324022840533 38.57059982851536, -90.27324022840533 38.57180516571806, -90.27202851109392 38.57180516571806, -90.27202851109392 38.57059982851536, -90.27324022840533 38.57059982851536))"
2959,"POLYGON ((-90.27324022840533 38.57180516571806, -90.27324022840533 38.57301050292077, -90.27202851109392 38.57301050292077, -90.27202851109392 38.57180516571806, -90.27324022840533 38.57180516571806))"
2960,"POLYGON ((-90.27324022840533 38.57301050292077, -90.27324022840533 38.57421584012347, -90.27202851109392 38.57421584012347, -90.27202851109392 38.57301050292077, -90.27324022840533 38.57301050292077))"
2961,"POLYGON ((-90.27324022840533 38.57421584012347, -90.27324022840533 38.57542117732618, -90.27202851109392 38.57542117732618, -90.27202851109392 38.57421584012347, -90.27324022840533 38.57421584012347))"
2962,"POLYGON ((-90.27324022840533 38.57542117732618, -90.27324022840533 38.57662651452888, -90.27202851109392 38.57662651452888, -90.27202851109392 38.57542117732618, -90.27324022840533 38.57542117732618))"
2963,"POLYGON ((-90.27324022840533 38.57662651452888, -90.27324022840533 38.57783185173159, -90.27202851109392 38.57783185173159, -90.27202851109392 38.57662651452888, -90.27324022840533 38.57662651452888))"
2964,"POLYGON ((-90.27324022840533 38.57783185173159, -90.27324022840533 38.57903718893429, -90.27202851109392 38.57903718893429, -90.27202851109392 38.57783185173159, -90.27324022840533 38.57783185173159))"
2965,"POLYGON ((-90.27324022840533 38.57903718893429, -90.27324022840533 38.58024252613701, -90.27202851109392 38.58024252613701, -90.27202851109392 38.57903718893429, -90.27324022840533 38.57903718893429))"
2966,"POLYGON ((-90.27324022840533 38.58024252613701, -90.27324022840533 38.58144786333971, -90.27202851109392 38.58144786333971, -90.27202851109392 38.58024252613701, -90.27324022840533 38.58024252613701))"
2967,"POLYGON ((-90.27324022840533 38.58144786333971, -90.27324022840533 38.58265320054242, -90.27202851109392 38.58265320054242, -90.27202851109392 38.58144786333971, -90.27324022840533 38.58144786333971))"
2968,"POLYGON ((-90.27324022840533 38.58265320054242, -90.27324022840533 38.58385853774512, -90.27202851109392 38.58385853774512, -90.27202851109392 38.58265320054242, -90.27324022840533 38.58265320054242))"
2969,"POLYGON ((-90.27324022840533 38.58385853774512, -90.27324022840533 38.58506387494783, -90.27202851109392 38.58506387494783, -90.27202851109392 38.58385853774512, -90.27324022840533 38.58385853774512))"
2970,"POLYGON ((-90.27324022840533 38.58506387494783, -90.27324022840533 38.58626921215053, -90.27202851109392 38.58626921215053, -90.27202851109392 38.58506387494783, -90.27324022840533 38.58506387494783))"
2971,"POLYGON ((-90.27324022840533 38.58626921215053, -90.27324022840533 38.58747454935324, -90.27202851109392 38.58747454935324, -90.27202851109392 38.58626921215053, -90.27324022840533 38.58626921215053))"
2972,"POLYGON ((-90.27324022840533 38.58747454935324, -90.27324022840533 38.58867988655594, -90.27202851109392 38.58867988655594, -90.27202851109392 38.58747454935324, -90.27324022840533 38.58747454935324))"
2973,"POLYGON ((-90.27324022840533 38.58867988655594, -90.27324022840533 38.58988522375865, -90.27202851109392 38.58988522375865, -90.27202851109392 38.58867988655594, -90.27324022840533 38.58867988655594))"
2974,"POLYGON ((-90.27324022840533 38.58988522375865, -90.27324022840533 38.59109056096136, -90.27202851109392 38.59109056096136, -90.27202851109392 38.58988522375865, -90.27324022840533 38.58988522375865))"
2975,"POLYGON ((-90.27324022840533 38.59109056096136, -90.27324022840533 38.59229589816406, -90.27202851109392 38.59229589816406, -90.27202851109392 38.59109056096136, -90.27324022840533 38.59109056096136))"
2976,"POLYGON ((-90.27324022840533 38.59229589816406, -90.27324022840533 38.59350123536677, -90.27202851109392 38.59350123536677, -90.27202851109392 38.59229589816406, -90.27324022840533 38.59229589816406))"
2977,"POLYGON ((-90.27324022840533 38.59350123536677, -90.27324022840533 38.59470657256947, -90.27202851109392 38.59470657256947, -90.27202851109392 38.59350123536677, -90.27324022840533 38.59350123536677))"
2978,"POLYGON ((-90.27324022840533 38.59470657256947, -90.27324022840533 38.59591190977218, -90.27202851109392 38.59591190977218, -90.27202851109392 38.59470657256947, -90.27324022840533 38.59470657256947))"
2979,"POLYGON ((-90.27324022840533 38.59591190977218, -90.27324022840533 38.59711724697488, -90.27202851109392 38.59711724697488, -90.27202851109392 38.59591190977218, -90.27324022840533 38.59591190977218))"
2980,"POLYGON ((-90.27324022840533 38.59711724697488, -90.27324022840533 38.59832258417759, -90.27202851109392 38.59832258417759, -90.27202851109392 38.59711724697488, -90.27324022840533 38.59711724697488))"
2981,"POLYGON ((-90.27324022840533 38.59832258417759, -90.27324022840533 38.5995279213803, -90.27202851109392 38.5995279213803, -90.27202851109392 38.59832258417759, -90.27324022840533 38.59832258417759))"
2982,"POLYGON ((-90.27324022840533 38.5995279213803, -90.27324022840533 38.60073325858301, -90.27202851109392 38.60073325858301, -90.27202851109392 38.5995279213803, -90.27324022840533 38.5995279213803))"
2983,"POLYGON ((-90.27324022840533 38.60073325858301, -90.27324022840533 38.60193859578571, -90.27202851109392 38.60193859578571, -90.27202851109392 38.60073325858301, -90.27324022840533 38.60073325858301))"
2984,"POLYGON ((-90.27324022840533 38.60193859578571, -90.27324022840533 38.60314393298842, -90.27202851109392 38.60314393298842, -90.27202851109392 38.60193859578571, -90.27324022840533 38.60193859578571))"
2985,"POLYGON ((-90.27324022840533 38.60314393298842, -90.27324022840533 38.60434927019112, -90.27202851109392 38.60434927019112, -90.27202851109392 38.60314393298842, -90.27324022840533 38.60314393298842))"
2986,"POLYGON ((-90.27324022840533 38.60434927019112, -90.27324022840533 38.60555460739383, -90.27202851109392 38.60555460739383, -90.27202851109392 38.60434927019112, -90.27324022840533 38.60434927019112))"
2987,"POLYGON ((-90.27324022840533 38.60555460739383, -90.27324022840533 38.60675994459653, -90.27202851109392 38.60675994459653, -90.27202851109392 38.60555460739383, -90.27324022840533 38.60555460739383))"
2988,"POLYGON ((-90.27324022840533 38.60675994459653, -90.27324022840533 38.60796528179924, -90.27202851109392 38.60796528179924, -90.27202851109392 38.60675994459653, -90.27324022840533 38.60675994459653))"
2989,"POLYGON ((-90.27324022840533 38.60796528179924, -90.27324022840533 38.60917061900194, -90.27202851109392 38.60917061900194, -90.27202851109392 38.60796528179924, -90.27324022840533 38.60796528179924))"
2990,"POLYGON ((-90.27324022840533 38.60917061900194, -90.27324022840533 38.61037595620465, -90.27202851109392 38.61037595620465, -90.27202851109392 38.60917061900194, -90.27324022840533 38.60917061900194))"
2991,"POLYGON ((-90.27324022840533 38.61037595620465, -90.27324022840533 38.61158129340735, -90.27202851109392 38.61158129340735, -90.27202851109392 38.61037595620465, -90.27324022840533 38.61037595620465))"
2992,"POLYGON ((-90.27324022840533 38.61158129340735, -90.27324022840533 38.61278663061006, -90.27202851109392 38.61278663061006, -90.27202851109392 38.61158129340735, -90.27324022840533 38.61158129340735))"
2993,"POLYGON ((-90.27324022840533 38.61278663061006, -90.27324022840533 38.61399196781277, -90.27202851109392 38.61399196781277, -90.27202851109392 38.61278663061006, -90.27324022840533 38.61278663061006))"
2994,"POLYGON ((-90.27324022840533 38.61399196781277, -90.27324022840533 38.61519730501547, -90.27202851109392 38.61519730501547, -90.27202851109392 38.61399196781277, -90.27324022840533 38.61399196781277))"
2995,"POLYGON ((-90.27324022840533 38.61519730501547, -90.27324022840533 38.61640264221818, -90.27202851109392 38.61640264221818, -90.27202851109392 38.61519730501547, -90.27324022840533 38.61519730501547))"
2996,"POLYGON ((-90.27324022840533 38.61640264221818, -90.27324022840533 38.61760797942089, -90.27202851109392 38.61760797942089, -90.27202851109392 38.61640264221818, -90.27324022840533 38.61640264221818))"
2997,"POLYGON ((-90.27324022840533 38.61760797942089, -90.27324022840533 38.61881331662359, -90.27202851109392 38.61881331662359, -90.27202851109392 38.61760797942089, -90.27324022840533 38.61760797942089))"
2998,"POLYGON ((-90.27324022840533 38.61881331662359, -90.27324022840533 38.6200186538263, -90.27202851109392 38.6200186538263, -90.27202851109392 38.61881331662359, -90.27324022840533 38.61881331662359))"
2999,"POLYGON ((-90.27324022840533 38.6200186538263, -90.27324022840533 38.62122399102901, -90.27202851109392 38.62122399102901, -90.27202851109392 38.6200186538263, -90.27324022840533 38.6200186538263))"
3000,"POLYGON ((-90.27324022840533 38.62122399102901, -90.27324022840533 38.62242932823171, -90.27202851109392 38.62242932823171, -90.27202851109392 38.62122399102901, -90.27324022840533 38.62122399102901))"
3001,"POLYGON ((-90.27324022840533 38.62242932823171, -90.27324022840533 38.62363466543442, -90.27202851109392 38.62363466543442, -90.27202851109392 38.62242932823171, -90.27324022840533 38.62242932823171))"
3002,"POLYGON ((-90.27324022840533 38.62363466543442, -90.27324022840533 38.62484000263712, -90.27202851109392 38.62484000263712, -90.27202851109392 38.62363466543442, -90.27324022840533 38.62363466543442))"
3003,"POLYGON ((-90.27324022840533 38.62484000263712, -90.27324022840533 38.62604533983983, -90.27202851109392 38.62604533983983, -90.27202851109392 38.62484000263712, -90.27324022840533 38.62484000263712))"
3004,"POLYGON ((-90.27324022840533 38.62604533983983, -90.27324022840533 38.62725067704253, -90.27202851109392 38.62725067704253, -90.27202851109392 38.62604533983983, -90.27324022840533 38.62604533983983))"
3005,"POLYGON ((-90.27324022840533 38.62725067704253, -90.27324022840533 38.62845601424524, -90.27202851109392 38.62845601424524, -90.27202851109392 38.62725067704253, -90.27324022840533 38.62725067704253))"
3006,"POLYGON ((-90.27324022840533 38.62845601424524, -90.27324022840533 38.62966135144794, -90.27202851109392 38.62966135144794, -90.27202851109392 38.62845601424524, -90.27324022840533 38.62845601424524))"
3007,"POLYGON ((-90.27324022840533 38.62966135144794, -90.27324022840533 38.63086668865065, -90.27202851109392 38.63086668865065, -90.27202851109392 38.62966135144794, -90.27324022840533 38.62966135144794))"
3008,"POLYGON ((-90.27324022840533 38.63086668865065, -90.27324022840533 38.63207202585335, -90.27202851109392 38.63207202585335, -90.27202851109392 38.63086668865065, -90.27324022840533 38.63086668865065))"
3009,"POLYGON ((-90.27324022840533 38.63207202585335, -90.27324022840533 38.63327736305606, -90.27202851109392 38.63327736305606, -90.27202851109392 38.63207202585335, -90.27324022840533 38.63207202585335))"
